1 -149.68343680 -1013.62420800 -1230.99137600
2 -649.96766400 -116.06164960 -0.06518463
3 669.96718400 139.48117120 465.04323200
4 -137.71552320 827.97594400 392.47886480
5 -907.27529600 -408.85378560 -432.87245600
6 1861.52436000 -199.40567440 734.25852800
7 -867.31391200 -80.54827600 466.16454400
8 -313.25984560 564.05340800 -483.26036800
9 -621.11898400 -757.40441600 1175.75839200
10 -371.93207760 -1299.64244800 -558.84014400
11 299.25516080 1555.87897600 -284.89943840
12 1313.99356800 1173.61618400 -337.19399920
13 1080.66862400 -508.54846400 763.32477600
14 -585.14076800 -54.63760080 -173.14103280
15 -210.19704720 62.47297760 -396.23567840
16 -834.82096800 507.77024000 476.53249600
17 318.50741840 -498.71188000 -219.23574240
18 42.87805040 -207.57242400 300.86516400
19 257.50135120 42.14124800 -185.47881200
20 -80.76793600 -167.16293360 -263.13050480
21 303.01322960 -9.57115104 167.99094720
22 73.29363840 -48.34779360 -102.23562160
23 205.25574320 -143.77897600 74.78732640
24 -1262.81906400 475.13085600 195.53463760
25 724.25458400 1872.77513600 2289.41785600
26 146.16511120 -743.50935200 -613.11499200
27 -118.96618240 -1505.43667200 317.54007760
28 345.42058000 -194.60411600 -1994.74292000
29 -617.27388800 -98.38299440 -134.62103680
30 184.88928640 304.09855920 396.89800560
31 -1108.42528000 -235.68806720 -7.51889904
32 479.15168000 337.66135200 178.78943280
33 -134.87751600 -121.12303440 -108.40869520
34 508.92920800 323.48805200 -399.53852800
35 -523.43932000 -445.30730400 -109.51410800
36 874.91624000 2.24833516 861.58601600
37 -168.97460560 -57.37142640 254.53824240
38 -259.18415600 -14.86035464 -555.79837600
39 810.81736000 1774.64360000 -457.14802400
40 149.43699920 -2513.97732000 369.24971520
41 504.67826400 475.08483200 -247.04218800
42 264.72502720 975.21508800 727.79843200
43 770.81413600 3.02691062 -1064.96188800
44 132.62234000 -65.35449840 -90.86685680
45 -372.86678320 134.75576160 395.86916000
46 -1661.08984000 65.98042480 593.80583200
47 -144.36724640 -384.74892480 -366.85939600
48 660.11804800 13.00362096 269.29395520
49 -188.51555920 82.93859520 -382.93683440
50 -367.18449280 -3.76152060 -18.28010520
51 724.32152800 -551.66876800 -666.19740000
52 78.79476160 215.56135360 120.73601440
53 18.42754936 122.08702800 155.45735680
54 -592.08202400 561.46769600 201.79724880
55 -909.61415200 1202.11759200 -310.14569440
56 906.58912000 -998.85887200 807.98897600
57 408.34250080 -1418.30487200 -34.09508128
58 310.90676400 -920.53020800 -871.79497600
59 -1.77189471 120.00004880 -266.52623920
60 -15.40611560 162.76764160 176.85224080
61 -578.26645600 1110.85200000 -187.74068240
62 214.48104480 105.29287040 -224.82807680
63 16.99975936 -50.87325600 -182.93452160
64 70.58784560 315.44222000 6.03303512
65 -85.77660240 84.76784000 183.24162720
66 499.55704800 -442.90150400 -434.60881600
67 24.00695520 272.08049920 30.09065856
68 -319.73584080 45.43154560 0.32003960
69 52.12301680 -368.58069360 293.19840240
70 685.79944000 1590.74424800 -231.32415520
71 -686.18436800 -537.99127200 -118.32310160
72 -1713.41912800 -1065.40957600 1597.08300800
73 -323.18094640 -1221.48114400 -1229.05000000
74 1121.51283200 631.59572000 398.14609280
75 308.97291920 387.36392480 -837.75813600
76 292.74360160 1357.36072800 -717.93674400
77 100.96284880 -435.30336000 273.89426320
78 -432.52100000 -387.68525600 279.37404800
79 -19.85291264 -419.16567200 32.44005824
80 361.84905600 612.94763200 41.56603168
81 774.20317600 -1316.30732000 784.68828000
82 216.19439280 -11.87130504 -663.78741600
83 -230.44258640 143.29823440 12.01607144
84 -1264.65584000 373.37179200 -228.96437920
85 782.63393600 491.50703200 262.36650640
86 -988.72940800 -637.19809600 356.56926640
87 1287.86867200 1443.77288000 1371.01730400
88 -459.41575200 674.23904800 -1411.90753600
89 -95.04123360 -146.75170800 -384.24307920
90 143.14217120 291.90554640 -569.58465600
91 -625.05194400 -1380.24302400 -424.51282400
92 -121.21173520 529.06680000 236.75958960
93 586.92733600 384.37864080 -113.36129600
94 -325.98924720 -181.81823040 434.24062400
95 82.50680640 87.72007040 -26.56944600
96 -864.21775200 -873.13385600 226.17155920
97 146.58811360 405.47855280 -262.26901920
98 278.39666560 117.99005520 86.46361520
99 424.68855200 -822.18528800 801.21508000
100 -1652.58376800 1881.35652000 -83.70217520
101 1348.63708800 -1733.34752000 593.02760800
102 171.29547040 -23.37002488 597.03588000
103 819.84643200 -653.59937600 1.70369970
104 -259.58665680 -1.48985964 -111.63497760
105 -771.60909600 121.15943520 -285.05508320
106 -586.91896800 1577.31360800 -352.99445680
107 -99.37167360 -615.84296000 -224.79669680
108 439.13590400 -118.40636320 462.12698400
109 400.14688160 -168.81561360 -335.84382240
110 40.31756792 -204.44948640 -172.77576960
111 327.57079920 913.88183200 119.88959120
112 -86.23140320 -28.46977696 -232.33668320
113 -385.86396080 -299.41289760 -229.68946640
114 -49.53228400 -1103.49652800 486.99668000
115 -50.62849200 353.70197120 253.24747840
116 -648.16854400 -741.27509600 20.80573496
117 1679.42831200 -229.26144320 1161.33196000
118 1215.76161600 1001.85461600 -332.92422720
119 -240.89338160 -280.37737120 138.51424880
120 -162.53668480 -108.08987440 -304.58139280
121 -638.07255200 -0.31514934 -611.38281600
122 -367.34725040 131.18471760 84.14191360
123 243.72176560 31.02109648 38.81082584
124 -66.59756480 255.79135040 151.56079760
125 -25.13040104 -875.53965600 -26.44865392
126 927.07816800 356.48558640 -100.46997360
127 662.77070400 -133.20642640 115.95202880
128 -835.33978400 -352.54384000 -114.88929280
129 -244.14769680 1734.46046400 308.27335440
130 -1393.07953600 -1523.46971200 970.96414400
131 239.43483920 1060.03732000 -101.00385200
132 -1391.08376800 -524.18407200 -637.88427200
133 1057.85327200 -256.40472480 -1595.05376800
134 159.49993760 188.87873040 499.15120000
135 -372.10487680 156.12344960 79.56629120
136 872.87863200 499.00057600 -789.18608000
137 -21.39806384 127.81785280 846.27257600
138 -550.49306400 -190.56320880 347.53642880
139 291.84446000 97.18971760 269.49897120
140 -19.98336976 149.06169440 84.98498960
141 16.43475200 -127.41869920 -140.49495440
142 -241.66449280 -530.91612800 -118.34862400
143 -208.30044000 66.07623840 -450.80508000
144 -463.37800000 345.36911680 218.70186400
